idx,val14
579,4182
580,4175
581,4173
582,4162
583,4155
584,4152
585,4143
586,4136
587,4129
588,4123
589,4116
590,4112
591,4105
592,4094
593,4090
594,4083
595,4076
596,4069
597,4062
598,4059
599,4051
600,4041
601,4037
602,4029
603,4022
604,4015
605,4008
606,4004
607,3997
608,3988
609,3981
610,3974
611,3967
612,3959
613,3951
614,3945
615,3941
616,3928
617,3924
618,3917
619,3909
620,3901
621,3894
622,3886
623,3879
624,3872
625,3863
626,3858
627,3852
628,3842
629,3833
630,3826
631,3818
632,3812
633,3803
634,3799
635,3787
636,3780
637,3773
638,3765
639,3758
640,3749
641,3741
642,3734
643,3725
644,3720
645,3711
646,3702
647,3694
648,3686
649,3679
650,3670
651,3663
652,3652
653,3645
654,3640
655,3629
656,3621
657,3613
658,3606
659,3596
660,3589
661,3577
662,3572
663,3563
664,3555
665,3546
666,3538
667,3529
668,3521
669,3512
670,3503
671,3498
672,3488
673,3479
674,3469
675,3461
676,3453
677,3444
678,3436
679,3428
680,3421
681,3411
682,3401
683,3392
684,3384
685,3375
686,3365
687,3358
688,3349
689,3343
690,3329
691,3320
692,3312
693,3303
694,3295
695,3286
696,3277
697,3269
698,3257
699,3251
700,3242
701,3231
702,3222
703,3212
704,3204
705,3195
706,3185
707,3178
708,3169
709,3157
710,3148
711,3139
712,3130
713,3120
714,3112
715,3102
716,3092
717,3085
718,3076
719,3063
720,3054
721,3045
722,3035
723,3026
724,3016
725,3007
726,2995
727,2988
728,2978
729,2968
730,2959
731,2949
732,2939
733,2929
734,2920
735,2910
736,2902
737,2891
738,2881
739,2871
740,2861
741,2852
742,2841
743,2832
744,2822
745,2811
746,2804
747,2792
748,2781
749,2772
750,2763
751,2752
752,2742
753,2733
754,2722
755,2712
756,2705
757,2691
758,2683
759,2673
760,2663
761,2653
762,2643
763,2632
764,2622
765,2612
766,2602
767,2593
768,2581
769,2573
770,2559
771,2549
772,2539
773,2529
774,2518
775,2509
776,2498
777,2488
778,2477
779,2466
780,2458
781,2447
782,2435
783,2425
784,2416
785,2404
786,2394
787,2385
788,2373
789,2364
790,2353
791,2341
792,2331
793,2323
794,2311
795,2300
796,2289
797,2278
798,2268
799,2258
800,2246
801,2236
802,2226
803,2214
804,2203
805,2195
806,2183
807,2172
808,2162
809,2151
810,2140
811,2129
812,2118
813,2107
814,2097
815,2086
816,2076
817,2066
818,2053
819,2042
820,2032
821,2021
822,2010
823,1999
824,1988
825,1977
826,1966
827,1955
828,1944
829,1933
830,1923
831,1914
832,1901
833,1889
834,1879
835,1868
836,1857
837,1846
838,1836
839,1824
840,1814
841,1802
842,1790
843,1779
844,1768
845,1757
846,1746
847,1735
848,1724
849,1713
850,1702
851,1690
852,1680
853,1668
854,1656
855,1646
856,1634
857,1624
858,1612
859,1601
860,1590
861,1579
862,1568
863,1556
864,1545
865,1532
866,1522
867,1512
868,1498
869,1488
870,1476
871,1465
872,1453
873,1442
874,1432
875,1421
876,1409
877,1398
878,1387
879,1374
880,1364
881,1352
882,1341
883,1329
884,1319
885,1307
886,1296
887,1284
888,1272
889,1261
890,1250
891,1237
892,1226
893,1215
894,1203
895,1192
896,1181
897,1170
898,1159
899,1147
900,1135
901,1124
902,1113
903,1101
904,1091
905,1078
906,1067
907,1055
908,1044
909,1033
910,1020
911,1009
912,997
913,985
914,974
915,961
916,951
917,940
918,928
919,916
920,905
921,893
922,883
923,870
924,858
925,847
926,835
927,824
928,812
929,800
930,789
931,777
932,765
933,754
934,741
935,730
936,719
937,707
938,696
939,685
940,674
941,662
942,649
943,639
944,627
945,615
946,604
947,593
948,581
949,569
950,558
951,547
952,536
953,523
954,510
955,499
956,487
957,475
958,464
959,452
960,440
961,429
962,417
963,406
964,394
965,383
966,371
967,360
968,348
969,337
970,326
971,313
972,302
973,291
974,278
975,267
976,255
977,244
978,232
979,221
980,209
981,197
982,186
983,175
984,162
985,152
986,140
987,129
988,116
989,105
990,94
991,82
992,70
993,58
994,47
995,35
996,23
997,12
998,0
999,-11
1000,-24
1001,-35
1002,-45
1003,-58
1004,-69
1005,-80
1006,-92
1007,-103
1008,-114
1009,-125
1010,-137
1011,-149
1012,-160
1013,-173
1014,-184
1015,-196
1016,-206
1017,-219
1018,-228
1019,-241
1020,-252
1021,-265
1022,-276
1023,-288
1024,-299
1025,-310
1026,-322
1027,-332
1028,-345
1029,-357
1030,-368
1031,-378
1032,-391
1033,-402
1034,-412
1035,-424
1036,-436
1037,-447
1038,-459
1039,-470
1040,-482
1041,-493
1042,-505
1043,-516
1044,-527
1045,-539
1046,-551
1047,-561
1048,-573
1049,-584
1050,-595
1051,-607
1052,-618
1053,-629
1054,-641
1055,-652
1056,-663
1057,-674
1058,-685
1059,-696
1060,-707
1061,-719
1062,-730
1063,-741
1064,-753
1065,-764
1066,-776
1067,-787
1068,-798
1069,-810
1070,-821
1071,-833
1072,-843
1073,-854
1074,-865
1075,-877
1076,-888
1077,-899
1078,-910
1079,-921
1080,-931
1081,-943
1082,-954
1083,-964
1084,-975
1085,-986
1086,-997
1087,-1008
1088,-1019
1089,-1031
1090,-1042
1091,-1053
1092,-1065
1093,-1076
1094,-1086
1095,-1097
1096,-1107
1097,-1118
1098,-1129
1099,-1141
1100,-1151
1101,-1164
1102,-1173
1103,-1184
1104,-1195
1105,-1207
1106,-1217
1107,-1228
1108,-1238
1109,-1249
1110,-1259
1111,-1271
1112,-1282
1113,-1294
1114,-1303
1115,-1315
1116,-1324
1117,-1335
1118,-1346
1119,-1356
1120,-1367
1121,-1378
1122,-1389
1123,-1398
1124,-1409
1125,-1420
1126,-1430
1127,-1441
1128,-1452
1129,-1461
1130,-1472
1131,-1483
1132,-1492
1133,-1503
1134,-1513
1135,-1524
1136,-1536
1137,-1546
1138,-1557
1139,-1567
1140,-1577
1141,-1588
1142,-1600
1143,-1609
1144,-1620
1145,-1629
1146,-1640
1147,-1649
1148,-1661
1149,-1671
1150,-1682
1151,-1690
1152,-1700
1153,-1711
1154,-1721
1155,-1732
1156,-1742
1157,-1751
1158,-1763
1159,-1772
1160,-1780
1161,-1792
1162,-1803
1163,-1813
1164,-1822
1165,-1833
1166,-1843
1167,-1853
1168,-1862
1169,-1872
1170,-1882
1171,-1892
1172,-1903
1173,-1912
1174,-1921
1175,-1932
1176,-1943
1177,-1951
1178,-1961
1179,-1971
1180,-1980
1181,-1991
1182,-2000
1183,-2010
1184,-2020
1185,-2030
1186,-2040
1187,-2049
1188,-2059
1189,-2069
1190,-2078
1191,-2088
1192,-2097
1193,-2107
1194,-2117
1195,-2126
1196,-2133
1197,-2144
1198,-2154
1199,-2163
1200,-2172
1201,-2181
1202,-2191
1203,-2201
1204,-2211
1205,-2219
1206,-2228
1207,-2237
1208,-2246
1209,-2256
1210,-2265
1211,-2275
1212,-2282
1213,-2293
1214,-2303
1215,-2312
1216,-2321
1217,-2329
1218,-2339
1219,-2348
1220,-2358
1221,-2366
1222,-2374
1223,-2384
1224,-2392
1225,-2401
1226,-2410
1227,-2420
1228,-2427
1229,-2438
1230,-2447
1231,-2454
1232,-2463
1233,-2472
1234,-2481
1235,-2488
1236,-2497
1237,-2506
1238,-2517
1239,-2526
1240,-2531
1241,-2540
1242,-2549
1243,-2558
1244,-2568
1245,-2575
1246,-2588
1247,-2593
1248,-2601
1249,-2611
1250,-2618
1251,-2627
1252,-2636
1253,-2644
1254,-2652
1255,-2659
1256,-2670
1257,-2679
1258,-2684
1259,-2693
1260,-2701
1261,-2709
1262,-2718
1263,-2724
1264,-2734
1265,-2744
1266,-2749
1267,-2757
1268,-2765
1269,-2773
1270,-2782
1271,-2790
1272,-2797
1273,-2805
1274,-2813
1275,-2821
1276,-2828
1277,-2837
1278,-2845
1279,-2853
1280,-2863
1281,-2867
1282,-2876
1283,-2886
1284,-2892
1285,-2898
1286,-2906
1287,-2914
1288,-2921
1289,-2927
1290,-2936
1291,-2945
1292,-2953
1293,-2958
1294,-2967
1295,-2974
1296,-2981
1297,-2988
1298,-2995
1299,-3006
1300,-3010
1301,-3017
1302,-3024
1303,-3031
1304,-3038
1305,-3045
1306,-3052
1307,-3058
1308,-3068
1309,-3075
1310,-3081
1311,-3090
1312,-3096
1313,-3102
1314,-3109
1315,-3115
1316,-3122
1317,-3132
1318,-3136
1319,-3142
1320,-3150
1321,-3156
1322,-3163
1323,-3170
1324,-3176
1325,-3182
1326,-3192
1327,-3197
1328,-3201
1329,-3210
1330,-3215
1331,-3222
1332,-3228
1333,-3238
1334,-3240
1335,-3248
1336,-3257
1337,-3259
1338,-3267
1339,-3272
1340,-3279
1341,-3287
1342,-3290
1343,-3297
1344,-3304
1345,-3310
1346,-3316
1347,-3322
1348,-3327
1349,-3334
1350,-3342
1351,-3348
1352,-3350
1353,-3357
1354,-3363
1355,-3369
1356,-3375
1357,-3380
1358,-3386
1359,-3391
1360,-3399
1361,-3405
1362,-3408
1363,-3414
1364,-3420
1365,-3425
1366,-3430
1367,-3434
1368,-3441
1369,-3448
1370,-3453
1371,-3458
1372,-3462
1373,-3468
1374,-3473
1375,-3478
1376,-3485
1377,-3487
1378,-3496
1379,-3501
1380,-3505
1381,-3509
1382,-3514
1383,-3518
1384,-3524
1385,-3531
1386,-3532
1387,-3540
1388,-3545
1389,-3550
1390,-3553
1391,-3558
1392,-3562
1393,-3567
1394,-3575
1395,-3577
1396,-3581
1397,-3588
1398,-3592
1399,-3596
1400,-3601
