idx,val24
945,78777
946,78777
947,74491
948,77986
949,79526
950,75227
951,76228
952,77247
953,80497
954,80497
955,77825
956,82437
957,85631
958,78165
959,81947
960,80488
961,82900
962,82900
963,87218
964,83283
965,84066
966,82778
967,86128
968,83097
969,79248
970,78909
971,78909
972,79372
973,85445
974,76049
975,75749
976,80834
977,75747
978,77325
979,77325
980,77348
981,78616
982,76813
983,75187
984,77217
985,75279
986,76512
987,76512
988,77393
989,72745
990,71508
991,73861
992,72560
993,73516
994,74128
995,74128
996,67793
997,72580
998,72850
999,70082
1000,82722
1001,85661
1002,92875
1003,100027
1004,100027
1005,103581
1006,114283
1007,109317
1008,112593
1009,125821
1010,121657
1011,120325
1012,120325
1013,123241
1014,121546
1015,114488
1016,114294
1017,115830
1018,105202
1019,100927
1020,100927
1021,95167
1022,93436
1023,91171
1024,90115
1025,92952
1026,81300
1027,79224
1028,79224
1029,79814
1030,73272
1031,72416
1032,71819
1033,68356
1034,68425
1035,68484
1036,68484
1037,68953
1038,69245
1039,65255
1040,70605
1041,67861
1042,66073
1043,69049
1044,63743
1045,63743
1046,62867
1047,62050
1048,64965
1049,61688
1050,62481
1051,67412
1052,63679
1053,63679
1054,57328
1055,62152
1056,60732
1057,61957
1058,66455
1059,59465
1060,72327
1061,72327
1062,61778
1063,73888
1064,83019
1065,322698
1066,839449
1067,1229629
1068,1666250
1069,1666250
1070,2379613
1071,3161265
1072,3223766
1073,2532350
1074,1872144
1075,1378899
1076,1073275
1077,1073275
1078,681938
1079,240677
1080,90480
1081,62463
1082,62203
1083,62686
1084,60198
1085,56664
1086,56664
1087,57683
1088,62382
1089,56187
1090,59529
1091,57625
1092,62343
1093,60628
1094,60628
1095,58122
1096,60940
1097,59401
1098,58675
1099,56908
1100,57274
1101,57934
1102,57934
1103,56983
1104,57418
1105,63218
1106,60030
1107,57056
1108,59778
1109,55740
1110,55740
1111,60688
1112,58416
1113,52963
1114,54402
1115,54933
1116,64531
1117,58893
1118,58205
1119,58205
1120,62521
1121,62480
1122,64831
1123,57185
1124,59210
1125,57704
1126,62324
1127,62324
1128,68746
1129,65455
1130,61649
1131,64963
1132,67241
1133,57848
1134,58135
1135,58135
1136,59921
1137,60053
1138,53715
1139,57778
1140,60618
1141,59143
1142,59037
1143,59037
1144,55013
1145,58679
1146,54809
1147,57937
1148,56450
1149,56448
1150,58532
1151,58532
1152,57355
1153,58675
1154,55297
1155,55164
1156,54626
1157,57280
1158,57138
1159,54018
1160,54018
1161,57708
1162,64188
1163,53708
1164,52139
1165,60000
1166,57159
1167,57213
1168,57213
1169,56347
1170,61090
1171,63164
1172,60310
1173,57026
1174,57261
1175,56093
1176,56093
1177,55360
1178,56890
1179,54444
1180,61630
1181,61698
1182,56820
1183,55394
1184,55394
1185,56405
1186,62576
1187,59781
1188,57645
1189,60477
1190,58704
1191,55634
1192,55634
1193,59003
1194,56683
1195,53557
1196,61399
1197,58562
1198,60588
1199,67416
1200,54633
1201,54633
1202,55255
1203,60100
1204,59186
1205,64526
1206,57288
1207,59828
1208,64263
1209,64263
1210,56997
1211,59136
1212,60126
1213,60864
1214,61892
1215,55299
1216,63055
1217,63055
1218,63297
1219,56514
1220,62607
1221,54569
1222,60072
1223,61043
1224,56643
1225,56643
1226,69920
1227,63582
1228,58073
1229,64085
1230,66438
1231,70696
1232,73448
1233,71439
1234,71439
1235,76285
1236,70198
1237,69622
1238,79601
1239,75531
1240,87297
1241,92163
1242,92163
1243,96199
1244,110376
1245,111431
1246,126570
1247,144470
1248,165588
1249,192051
1250,192051
1251,220740
1252,260379
1253,283936
1254,312390
1255,334710
1256,349895
1257,362651
1258,362651
1259,351321
1260,346296
1261,313286
1262,276599
1263,255523
1264,218390
1265,194213
1266,194213
1267,166111
1268,146677
1269,129639
1270,104322
1271,100258
1272,89878
1273,80178
1274,81993
1275,81993
1276,80234
1277,75233
1278,73342
1279,71220
1280,71213
1281,74639
1282,65775
1283,65775
1284,71573
1285,72292
1286,68891
1287,80878
1288,70388
1289,72901
1290,80540
1291,80540
1292,71723
1293,76550
1294,78863
1295,86065
1296,91771
1297,87036
1298,97297
1299,97297
1300,100715
1301,106283
1302,119328
1303,132761
1304,155849
1305,165489
1306,195670
1307,195670
1308,231191
1309,267382
1310,319653
1311,354901
1312,394282
1313,401723
1314,388702
1315,371359
1316,371359
1317,334673
1318,303057
1319,249756
1320,212092
1321,186813
1322,145234
1323,126968
1324,126968
1325,116709
1326,103696
1327,102223
1328,116172
1329,139741
1330,168618
1331,219439
1332,219439
1333,320055
1334,480378
1335,694063
1336,888543
1337,1022645
1338,1167730
1339,1354547
1340,1354547
1341,1657468
1342,2103737
1343,2751447
1344,3513898
1345,3688946
1346,3090160
1347,2370582
1348,1835731
1349,1835731
1350,1482283
1351,1248388
1352,1044665
1353,820458
1354,512531
1355,249503
1356,132757
1357,132757
1358,88343
1359,63913
1360,57120
1361,58930
1362,54286
1363,56875
1364,57780
1365,57780
1366,63208
1367,60747
1368,57800
1369,61913
1370,58208
1371,61778
1372,55918
1373,55918
1374,62812
1375,61909
1376,54065
1377,63388
1378,55358
1379,57230
1380,63941
1381,63941
1382,70613
1383,72713
1384,67020
1385,82228
1386,95762
1387,120936
1388,155142
1389,194025
1390,194025
1391,244238
1392,283951
1393,327837
1394,356008
1395,376126
1396,386846
1397,377330
1398,377330
1399,359775
1400,317684
